@relation data
@attribute "\\#classes" numeric
@attribute "\\#atributos" numeric
@attribute "\\#exemplos" numeric
@attribute "$\\frac{\\#exemplos}{\\#atrib.}$" numeric
@attribute "\\%nominais" numeric
@attribute "\\%major." numeric
@attribute "\\%minor." numeric
@attribute "$\\frac{\\%major.}{\\%minor.}$" numeric
@attribute "entropia da distr. de classes" numeric
@attribute "orçamento" {"$\cent\leq 50$",baixo,alto}
@attribute algoritmo {"5NN","C4.5w","CIELM","NB","RFw","SVM"}
@attribute "atributo aceito" {"numérico","nominal","ambos"}
@attribute "fronteira" {"rígida","flexível","nenhuma"}
@attribute class {"Clu","DWeuc","DWmah","DWman","EERacc","EERent","Ent","Mar","QBCRFw","Rnd","SVMbal","SVMsim","TUeuc","TUmah","TUman","\textbf{ATUeuc}","\textbf{ATUmah}","\textbf{ATUman}","\textbf{HTUeuc}","\textbf{HTUmah}","\textbf{HTUman}","\textbf{SGmulti}"}
@data
2.0,33.0,280.0,8.484848484848484,0.0,64.28571428571429,35.714285714285715,1.8,0.0,alto,RFw,ambos,flexível,"DWmah"
2.0,33.0,280.0,8.484848484848484,0.0,64.28571428571429,35.714285714285715,1.8,0.0,alto,SVM,numérico,flexível,"DWmah"
6.0,9.0,170.4,18.933333333333334,0.0,35.68075117370892,4.225352112676056,8.444444444444445,0.0,alto,5NN,numérico,flexível,"EERacc"
6.0,9.0,170.4,18.933333333333334,0.0,35.68075117370892,4.225352112676056,8.444444444444445,0.0,alto,C4.5w,ambos,rígida,"DWmah"
6.0,9.0,170.4,18.933333333333334,0.0,35.68075117370892,4.225352112676056,8.444444444444445,0.0,alto,CIELM,numérico,flexível,"DWman"
6.0,9.0,170.4,18.933333333333334,0.0,35.68075117370892,4.225352112676056,8.444444444444445,0.0,alto,NB,nominal,flexível,"QBCRFw"
6.0,9.0,170.4,18.933333333333334,0.0,35.68075117370892,4.225352112676056,8.444444444444445,0.0,alto,RFw,ambos,flexível,"SVMbal"
6.0,9.0,170.4,18.933333333333334,0.0,35.68075117370892,4.225352112676056,8.444444444444445,0.0,alto,SVM,numérico,flexível,"DWman"
2.0,57.0,84.8,1.487719298245614,100.0,50.0,50.0,1.0,0.0,alto,5NN,numérico,flexível,"QBCRFw"
2.0,57.0,84.8,1.487719298245614,100.0,50.0,50.0,1.0,0.0,alto,C4.5w,ambos,rígida,"DWman"
2.0,57.0,84.8,1.487719298245614,100.0,50.0,50.0,1.0,0.0,alto,CIELM,numérico,flexível,"DWeuc"
2.0,57.0,84.8,1.487719298245614,100.0,50.0,50.0,1.0,0.0,alto,NB,nominal,flexível,"SVMsim"
2.0,57.0,84.8,1.487719298245614,100.0,50.0,50.0,1.0,0.0,alto,RFw,ambos,flexível,"DWman"
2.0,57.0,84.8,1.487719298245614,100.0,50.0,50.0,1.0,0.0,alto,SVM,numérico,flexível,"\textbf{HTUman}"
30.0,15.0,272.0,18.133333333333333,0.0,4.705882352941177,2.3529411764705883,2.0,0.0,alto,5NN,numérico,flexível,"SVMsim"
30.0,15.0,272.0,18.133333333333333,0.0,4.705882352941177,2.3529411764705883,2.0,0.0,alto,C4.5w,ambos,rígida,"DWman"
30.0,15.0,272.0,18.133333333333333,0.0,4.705882352941177,2.3529411764705883,2.0,0.0,alto,CIELM,numérico,flexível,"DWeuc"
30.0,15.0,272.0,18.133333333333333,0.0,4.705882352941177,2.3529411764705883,2.0,0.0,alto,NB,nominal,flexível,"DWman"
30.0,15.0,272.0,18.133333333333333,0.0,4.705882352941177,2.3529411764705883,2.0,0.0,alto,RFw,ambos,flexível,"DWman"
30.0,15.0,272.0,18.133333333333333,0.0,4.705882352941177,2.3529411764705883,2.0,0.0,alto,SVM,numérico,flexível,"DWman"
10.0,76.0,1595.2,20.989473684210527,0.0,10.030090270812437,9.929789368104313,1.0101010101010102,0.0,alto,5NN,numérico,flexível,"SVMsim"
10.0,76.0,1595.2,20.989473684210527,0.0,10.030090270812437,9.929789368104313,1.0101010101010102,0.0,alto,C4.5w,ambos,rígida,"DWmah"
10.0,76.0,1595.2,20.989473684210527,0.0,10.030090270812437,9.929789368104313,1.0101010101010102,0.0,alto,CIELM,numérico,flexível,"QBCRFw"
10.0,76.0,1595.2,20.989473684210527,0.0,10.030090270812437,9.929789368104313,1.0101010101010102,0.0,alto,NB,nominal,flexível,"SVMsim"
10.0,76.0,1595.2,20.989473684210527,0.0,10.030090270812437,9.929789368104313,1.0101010101010102,0.0,alto,RFw,ambos,flexível,"DWman"
10.0,76.0,1595.2,20.989473684210527,0.0,10.030090270812437,9.929789368104313,1.0101010101010102,0.0,alto,SVM,numérico,flexível,"Ent"
2.0,14.0,552.0,39.42857142857143,42.857142857142854,55.507246376811594,44.492753623188406,1.2475570032573289,0.0,alto,5NN,numérico,flexível,"EERacc"
2.0,14.0,552.0,39.42857142857143,42.857142857142854,55.507246376811594,44.492753623188406,1.2475570032573289,0.0,alto,C4.5w,ambos,rígida,"SVMbal"
2.0,14.0,552.0,39.42857142857143,42.857142857142854,55.507246376811594,44.492753623188406,1.2475570032573289,0.0,alto,CIELM,numérico,flexível,"EERent"
2.0,14.0,552.0,39.42857142857143,42.857142857142854,55.507246376811594,44.492753623188406,1.2475570032573289,0.0,alto,NB,nominal,flexível,"SVMbal"
2.0,14.0,552.0,39.42857142857143,42.857142857142854,55.507246376811594,44.492753623188406,1.2475570032573289,0.0,alto,RFw,ambos,flexível,"SVMbal"
2.0,14.0,552.0,39.42857142857143,42.857142857142854,55.507246376811594,44.492753623188406,1.2475570032573289,0.0,alto,SVM,numérico,flexível,"Ent"
2.0,7.0,352.0,50.285714285714285,0.0,67.72727272727272,32.27272727272727,2.0985915492957745,0.0,alto,5NN,numérico,flexível,"SVMsim"
2.0,7.0,352.0,50.285714285714285,0.0,67.72727272727272,32.27272727272727,2.0985915492957745,0.0,alto,C4.5w,ambos,rígida,"DWman"
2.0,7.0,352.0,50.285714285714285,0.0,67.72727272727272,32.27272727272727,2.0985915492957745,0.0,alto,CIELM,numérico,flexível,"EERent"
2.0,7.0,352.0,50.285714285714285,0.0,67.72727272727272,32.27272727272727,2.0985915492957745,0.0,alto,NB,nominal,flexível,"DWman"
2.0,7.0,352.0,50.285714285714285,0.0,67.72727272727272,32.27272727272727,2.0985915492957745,0.0,alto,RFw,ambos,flexível,"\textbf{ATUmah}"
2.0,7.0,352.0,50.285714285714285,0.0,67.72727272727272,32.27272727272727,2.0985915492957745,0.0,alto,SVM,numérico,flexível,"QBCRFw"
2.0,13.0,234.4,18.03076923076923,0.0,63.82252559726962,36.177474402730375,1.7641509433962261,0.0,alto,5NN,numérico,flexível,"EERacc"
2.0,13.0,234.4,18.03076923076923,0.0,63.82252559726962,36.177474402730375,1.7641509433962261,0.0,alto,C4.5w,ambos,rígida,"DWman"
2.0,13.0,234.4,18.03076923076923,0.0,63.82252559726962,36.177474402730375,1.7641509433962261,0.0,alto,CIELM,numérico,flexível,"EERent"
2.0,13.0,234.4,18.03076923076923,0.0,63.82252559726962,36.177474402730375,1.7641509433962261,0.0,alto,NB,nominal,flexível,"DWeuc"
2.0,13.0,234.4,18.03076923076923,0.0,63.82252559726962,36.177474402730375,1.7641509433962261,0.0,alto,RFw,ambos,flexível,"SVMsim"
2.0,13.0,234.4,18.03076923076923,0.0,63.82252559726962,36.177474402730375,1.7641509433962261,0.0,alto,SVM,numérico,flexível,"DWmah"
2.0,19.0,124.0,6.526315789473684,68.42105263157895,79.35483870967742,20.64516129032258,3.8437500000000004,0.0,alto,5NN,numérico,flexível,"\textbf{HTUmah}"
2.0,19.0,124.0,6.526315789473684,68.42105263157895,79.35483870967742,20.64516129032258,3.8437500000000004,0.0,alto,C4.5w,ambos,rígida,"DWman"
2.0,19.0,124.0,6.526315789473684,68.42105263157895,79.35483870967742,20.64516129032258,3.8437500000000004,0.0,alto,CIELM,numérico,flexível,"SVMsim"
2.0,19.0,124.0,6.526315789473684,68.42105263157895,79.35483870967742,20.64516129032258,3.8437500000000004,0.0,alto,NB,nominal,flexível,"QBCRFw"
2.0,19.0,124.0,6.526315789473684,68.42105263157895,79.35483870967742,20.64516129032258,3.8437500000000004,0.0,alto,RFw,ambos,flexível,"\textbf{ATUmah}"
2.0,19.0,124.0,6.526315789473684,68.42105263157895,79.35483870967742,20.64516129032258,3.8437500000000004,0.0,alto,SVM,numérico,flexível,"DWmah"
3.0,5.0,84.8,16.96,40.0,35.84905660377358,32.075471698113205,1.1176470588235294,0.0,alto,5NN,numérico,flexível,"SVMsim"
3.0,5.0,84.8,16.96,40.0,35.84905660377358,32.075471698113205,1.1176470588235294,0.0,alto,C4.5w,ambos,rígida,"DWman"
3.0,5.0,84.8,16.96,40.0,35.84905660377358,32.075471698113205,1.1176470588235294,0.0,alto,CIELM,numérico,flexível,"EERent"
3.0,5.0,84.8,16.96,40.0,35.84905660377358,32.075471698113205,1.1176470588235294,0.0,alto,NB,nominal,flexível,"SVMsim"
3.0,5.0,84.8,16.96,40.0,35.84905660377358,32.075471698113205,1.1176470588235294,0.0,alto,RFw,ambos,flexível,"DWeuc"
3.0,5.0,84.8,16.96,40.0,35.84905660377358,32.075471698113205,1.1176470588235294,0.0,alto,SVM,numérico,flexível,"DWmah"
2.0,12.0,140.8,11.733333333333334,0.0,71.5909090909091,28.40909090909091,2.52,0.0,alto,5NN,numérico,flexível,"DWmah"
2.0,12.0,140.8,11.733333333333334,0.0,71.5909090909091,28.40909090909091,2.52,0.0,alto,C4.5w,ambos,rígida,"\textbf{ATUeuc}"
2.0,12.0,140.8,11.733333333333334,0.0,71.5909090909091,28.40909090909091,2.52,0.0,alto,CIELM,numérico,flexível,"QBCRFw"
2.0,12.0,140.8,11.733333333333334,0.0,71.5909090909091,28.40909090909091,2.52,0.0,alto,NB,nominal,flexível,"TUman"
2.0,12.0,140.8,11.733333333333334,0.0,71.5909090909091,28.40909090909091,2.52,0.0,alto,RFw,ambos,flexível,"Rnd"
2.0,12.0,140.8,11.733333333333334,0.0,71.5909090909091,28.40909090909091,2.52,0.0,alto,SVM,numérico,flexível,"DWeuc"
2.0,5.0,4316.0,863.2,0.0,70.76923076923077,29.230769230769234,2.4210526315789473,0.0,alto,5NN,numérico,flexível,"EERacc"
2.0,5.0,4316.0,863.2,0.0,70.76923076923077,29.230769230769234,2.4210526315789473,0.0,alto,C4.5w,ambos,rígida,"DWmah"
2.0,5.0,4316.0,863.2,0.0,70.76923076923077,29.230769230769234,2.4210526315789473,0.0,alto,CIELM,numérico,flexível,"EERent"
2.0,5.0,4316.0,863.2,0.0,70.76923076923077,29.230769230769234,2.4210526315789473,0.0,alto,NB,nominal,flexível,"SVMsim"
2.0,5.0,4316.0,863.2,0.0,70.76923076923077,29.230769230769234,2.4210526315789473,0.0,alto,RFw,ambos,flexível,"DWmah"
2.0,5.0,4316.0,863.2,0.0,70.76923076923077,29.230769230769234,2.4210526315789473,0.0,alto,SVM,numérico,flexível,"Mar"
2.0,57.0,3365.6,59.045614035087716,0.0,60.09032564772997,39.909674352270024,1.50565812983919,0.0,alto,5NN,numérico,flexível,"DWman"
2.0,57.0,3365.6,59.045614035087716,0.0,60.09032564772997,39.909674352270024,1.50565812983919,0.0,alto,C4.5w,ambos,rígida,"DWman"
2.0,57.0,3365.6,59.045614035087716,0.0,60.09032564772997,39.909674352270024,1.50565812983919,0.0,alto,CIELM,numérico,flexível,"DWman"
2.0,57.0,3365.6,59.045614035087716,0.0,60.09032564772997,39.909674352270024,1.50565812983919,0.0,alto,NB,nominal,flexível,"DWman"
2.0,57.0,3365.6,59.045614035087716,0.0,60.09032564772997,39.909674352270024,1.50565812983919,0.0,alto,RFw,ambos,flexível,"DWman"
2.0,57.0,3365.6,59.045614035087716,0.0,60.09032564772997,39.909674352270024,1.50565812983919,0.0,alto,SVM,numérico,flexível,"DWman"
2.0,25.0,2468.0,98.72,72.0,90.85899513776337,9.14100486223663,9.939716312056737,0.0,alto,5NN,numérico,flexível,"DWmah"
2.0,25.0,2468.0,98.72,72.0,90.85899513776337,9.14100486223663,9.939716312056737,0.0,alto,C4.5w,ambos,rígida,"DWmah"
2.0,25.0,2468.0,98.72,72.0,90.85899513776337,9.14100486223663,9.939716312056737,0.0,alto,CIELM,numérico,flexível,"DWmah"
2.0,25.0,2468.0,98.72,72.0,90.85899513776337,9.14100486223663,9.939716312056737,0.0,alto,NB,nominal,flexível,"Rnd"
2.0,25.0,2468.0,98.72,72.0,90.85899513776337,9.14100486223663,9.939716312056737,0.0,alto,RFw,ambos,flexível,"Rnd"
2.0,25.0,2468.0,98.72,72.0,90.85899513776337,9.14100486223663,9.939716312056737,0.0,alto,SVM,numérico,flexível,"Rnd"
5.0,26.0,2200.8,84.64615384615385,76.92307692307692,57.54271174118502,1.1268629589240278,51.06451612903225,0.0,alto,5NN,numérico,flexível,"DWman"
5.0,26.0,2200.8,84.64615384615385,76.92307692307692,57.54271174118502,1.1268629589240278,51.06451612903225,0.0,alto,C4.5w,ambos,rígida,"DWmah"
5.0,26.0,2200.8,84.64615384615385,76.92307692307692,57.54271174118502,1.1268629589240278,51.06451612903225,0.0,alto,CIELM,numérico,flexível,"DWman"
5.0,26.0,2200.8,84.64615384615385,76.92307692307692,57.54271174118502,1.1268629589240278,51.06451612903225,0.0,alto,NB,nominal,flexível,"SVMsim"
5.0,26.0,2200.8,84.64615384615385,76.92307692307692,57.54271174118502,1.1268629589240278,51.06451612903225,0.0,alto,RFw,ambos,flexível,"DWmah"
5.0,26.0,2200.8,84.64615384615385,76.92307692307692,57.54271174118502,1.1268629589240278,51.06451612903225,0.0,alto,SVM,numérico,flexível,"DWman"
2.0,10.0,456.0,45.6,10.0,71.2280701754386,28.771929824561404,2.475609756097561,0.0,alto,5NN,numérico,flexível,"SVMbal"
2.0,10.0,456.0,45.6,10.0,71.2280701754386,28.771929824561404,2.475609756097561,0.0,alto,C4.5w,ambos,rígida,"\textbf{ATUeuc}"
2.0,10.0,456.0,45.6,10.0,71.2280701754386,28.771929824561404,2.475609756097561,0.0,alto,CIELM,numérico,flexível,"EERent"
2.0,10.0,456.0,45.6,10.0,71.2280701754386,28.771929824561404,2.475609756097561,0.0,alto,NB,nominal,flexível,"QBCRFw"
2.0,10.0,456.0,45.6,10.0,71.2280701754386,28.771929824561404,2.475609756097561,0.0,alto,RFw,ambos,flexível,"\textbf{ATUeuc}"
2.0,10.0,456.0,45.6,10.0,71.2280701754386,28.771929824561404,2.475609756097561,0.0,alto,SVM,numérico,flexível,"\textbf{HTUeuc}"
4.0,90.0,70.4,0.7822222222222223,0.0,38.63636363636363,18.181818181818183,2.1249999999999996,0.0,alto,5NN,numérico,flexível,"DWman"
4.0,90.0,70.4,0.7822222222222223,0.0,38.63636363636363,18.181818181818183,2.1249999999999996,0.0,alto,C4.5w,ambos,rígida,"DWman"
4.0,90.0,70.4,0.7822222222222223,0.0,38.63636363636363,18.181818181818183,2.1249999999999996,0.0,alto,CIELM,numérico,flexível,"DWman"
4.0,90.0,70.4,0.7822222222222223,0.0,38.63636363636363,18.181818181818183,2.1249999999999996,0.0,alto,NB,nominal,flexível,"QBCRFw"
4.0,90.0,70.4,0.7822222222222223,0.0,38.63636363636363,18.181818181818183,2.1249999999999996,0.0,alto,RFw,ambos,flexível,"DWman"
4.0,90.0,70.4,0.7822222222222223,0.0,38.63636363636363,18.181818181818183,2.1249999999999996,0.0,alto,SVM,numérico,flexível,"\textbf{HTUmah}"
2.0,9.0,369.6,41.06666666666667,11.11111111111111,65.36796536796537,34.63203463203463,1.8875,0.0,alto,5NN,numérico,flexível,"DWmah"
2.0,9.0,369.6,41.06666666666667,11.11111111111111,65.36796536796537,34.63203463203463,1.8875,0.0,alto,C4.5w,ambos,rígida,"DWeuc"
2.0,9.0,369.6,41.06666666666667,11.11111111111111,65.36796536796537,34.63203463203463,1.8875,0.0,alto,CIELM,numérico,flexível,"DWeuc"
2.0,9.0,369.6,41.06666666666667,11.11111111111111,65.36796536796537,34.63203463203463,1.8875,0.0,alto,NB,nominal,flexível,"DWeuc"
2.0,9.0,369.6,41.06666666666667,11.11111111111111,65.36796536796537,34.63203463203463,1.8875,0.0,alto,RFw,ambos,flexível,"DWeuc"
2.0,9.0,369.6,41.06666666666667,11.11111111111111,65.36796536796537,34.63203463203463,1.8875,0.0,alto,SVM,numérico,flexível,"DWman"
6.0,36.0,2287.2,63.53333333333333,0.0,30.465197621545997,9.618747813920951,3.1672727272727275,0.0,alto,5NN,numérico,flexível,"DWman"
6.0,36.0,2287.2,63.53333333333333,0.0,30.465197621545997,9.618747813920951,3.1672727272727275,0.0,alto,C4.5w,ambos,rígida,"DWman"
6.0,36.0,2287.2,63.53333333333333,0.0,30.465197621545997,9.618747813920951,3.1672727272727275,0.0,alto,CIELM,numérico,flexível,"QBCRFw"
6.0,36.0,2287.2,63.53333333333333,0.0,30.465197621545997,9.618747813920951,3.1672727272727275,0.0,alto,NB,nominal,flexível,"QBCRFw"
6.0,36.0,2287.2,63.53333333333333,0.0,30.465197621545997,9.618747813920951,3.1672727272727275,0.0,alto,RFw,ambos,flexível,"DWeuc"
6.0,36.0,2287.2,63.53333333333333,0.0,30.465197621545997,9.618747813920951,3.1672727272727275,0.0,alto,SVM,numérico,flexível,"DWman"
2.0,21.0,6499.2,309.48571428571427,100.0,51.7971442639094,48.20285573609059,1.0745658835546477,0.0,alto,5NN,numérico,flexível,"EERacc"
2.0,21.0,6499.2,309.48571428571427,100.0,51.7971442639094,48.20285573609059,1.0745658835546477,0.0,alto,C4.5w,ambos,rígida,"DWmah"
2.0,21.0,6499.2,309.48571428571427,100.0,51.7971442639094,48.20285573609059,1.0745658835546477,0.0,alto,CIELM,numérico,flexível,"QBCRFw"
2.0,21.0,6499.2,309.48571428571427,100.0,51.7971442639094,48.20285573609059,1.0745658835546477,0.0,alto,NB,nominal,flexível,"SVMsim"
2.0,21.0,6499.2,309.48571428571427,100.0,51.7971442639094,48.20285573609059,1.0745658835546477,0.0,alto,RFw,ambos,flexível,"SVMsim"
2.0,21.0,6499.2,309.48571428571427,100.0,51.7971442639094,48.20285573609059,1.0745658835546477,0.0,alto,SVM,numérico,flexível,"SVMsim"
2.0,72.0,2022.4,28.08888888888889,0.0,97.1123417721519,2.8876582278481013,33.630136986301366,0.0,alto,5NN,numérico,flexível,"EERacc"
2.0,72.0,2022.4,28.08888888888889,0.0,97.1123417721519,2.8876582278481013,33.630136986301366,0.0,alto,C4.5w,ambos,rígida,"DWman"
2.0,72.0,2022.4,28.08888888888889,0.0,97.1123417721519,2.8876582278481013,33.630136986301366,0.0,alto,CIELM,numérico,flexível,"DWeuc"
2.0,72.0,2022.4,28.08888888888889,0.0,97.1123417721519,2.8876582278481013,33.630136986301366,0.0,alto,NB,nominal,flexível,"DWman"
2.0,72.0,2022.4,28.08888888888889,0.0,97.1123417721519,2.8876582278481013,33.630136986301366,0.0,alto,RFw,ambos,flexível,"Ent"
2.0,72.0,2022.4,28.08888888888889,0.0,97.1123417721519,2.8876582278481013,33.630136986301366,0.0,alto,RFw,ambos,flexível,"Mar"
2.0,72.0,2022.4,28.08888888888889,0.0,97.1123417721519,2.8876582278481013,33.630136986301366,0.0,alto,SVM,numérico,flexível,"EERacc"
2.0,44.0,213.6,4.8545454545454545,0.0,79.40074906367042,20.59925093632959,3.8545454545454545,0.0,alto,5NN,numérico,flexível,"SVMbal"
2.0,44.0,213.6,4.8545454545454545,0.0,79.40074906367042,20.59925093632959,3.8545454545454545,0.0,alto,C4.5w,ambos,rígida,"SVMsim"
