Row,NumGoodAlgos
279,0
280,7
281,7
282,0
283,6
284,0
285,2
286,7
287,6
288,7
289,7
290,7
291,7
292,7
293,7
294,7
295,5
296,1
297,7
298,7
299,7
300,1
301,2
302,7
303,6
304,7
305,7
306,7
307,7
308,4
309,2
310,7
311,0
312,4
313,7
314,7
315,1
316,7
317,7
318,0
319,7
320,7
321,7
322,7
323,7
324,7
325,7
326,0
327,2
328,7
329,4
330,7
331,7
332,7
333,7
334,7
335,7
336,2
337,7
338,2
339,7
340,0
341,7
342,7
343,7
344,0
345,7
346,7
347,7
348,0
349,6
350,7
351,7
352,7
353,7
354,7
355,0
356,7
357,7
358,7
359,0
360,7
361,7
362,2
363,7
364,4
365,7
366,7
367,7
368,7
369,7
370,7
371,7
372,7
373,7
374,4
375,7
376,7
377,7
378,0
379,7
380,6
381,0
382,5
383,7
384,6
385,0
386,3
387,7
388,2
389,2
390,6
391,6
392,7
393,7
394,7
395,7
396,7
397,7
398,4
399,7
400,5
401,7
402,7
403,7
404,6
405,7
406,7
407,7
408,0
409,1
410,6
411,7
412,3
413,7
414,6
415,0
416,0
417,5
418,6
419,7
420,6
421,7
422,7
423,5
424,7
425,6
426,5
427,7
428,2
429,6
430,7
431,7
432,7
433,7
434,6
435,1
436,7
437,5
438,0
439,7
440,7
441,2
442,5
443,7
444,7
445,7
446,6
447,7
448,7
449,7
450,6
451,7
452,7
453,7
454,7
455,7
456,7
457,3
458,7
459,7
460,5
461,7
462,7
463,5
464,7
465,7
466,7
467,7
468,7
469,7
470,7
471,7
472,7
473,7
474,7
475,7
476,7
477,7
478,7
479,7
480,2
481,5
482,7
483,5
484,0
485,5
486,7
487,7
488,0
489,2
490,7
491,7
492,7
493,7
494,0
495,7
496,7
497,7
498,7
499,7
500,7
501,0
502,7
503,7
504,7
505,7
506,7
507,7
508,7
509,7
510,7
511,7
512,7
513,7
514,7
515,3
516,2
517,7
518,7
519,7
520,7
521,7
522,7
523,4
524,7
525,7
526,7
527,7
528,7
529,7
530,7
531,7
532,7
533,2
534,7
535,7
536,7
537,7
538,4
539,3
540,7
541,7
542,6
543,7
544,7
545,7
546,0
547,1
548,7
549,7
550,6
551,7
552,5
553,6
554,4
555,7
556,7
557,7
558,7
559,7
560,7
561,7
562,7
563,7
564,7
565,7
566,7
567,7
568,5
569,7
570,7
571,7
572,6
573,5
574,7
575,7
576,6
577,7
578,6
579,7
580,7
581,2
582,7
583,7
584,5
585,7
586,7
587,7
588,7
589,7
590,7
591,6
592,7
593,7
594,1
595,6
596,0
597,2
598,2
599,6
600,5
601,7
602,6
603,6
604,7
605,1
606,7
607,7
608,7
609,6
610,0
611,2
612,7
613,7
614,7
615,7
616,7
617,7
618,6
619,7
620,7
621,3
622,4
623,7
624,7
625,0
626,7
627,7
628,3
629,3
630,7
631,7
632,7
633,7
634,7
635,7
636,7
637,3
638,7
639,7
640,3
641,7
642,3
643,7
644,6
645,7
646,7
647,6
648,7
649,5
650,7
651,6
652,6
653,7
654,2
655,7
656,7
657,7
658,2
659,7
660,7
661,7
662,7
663,7
664,7
665,2
666,7
667,7
668,7
669,5
670,7
671,7
672,7
673,7
674,7
675,7
676,7
677,7
678,0
679,7
680,7
681,7
682,7
683,5
684,7
685,7
686,7
687,7
688,7
689,7
690,7
691,7
692,7
693,7
694,7
695,7
696,7
697,7
698,7
699,7
700,0
701,0
702,0
703,1
704,0
705,0
706,0
707,2
708,0
709,1
710,0
711,0
712,2
713,3
714,0
715,6
716,7
717,7
718,7
719,7
720,0
721,7
722,3
723,7
724,7
725,7
726,4
727,7
728,7
729,5
730,4
731,7
732,7
733,7
734,7
735,7
736,7
737,7
738,7
739,2
740,7
741,7
742,6
743,7
744,7
745,7
746,3
747,7
748,7
749,7
750,7
751,7
752,7
753,7
754,4
755,7
756,7
757,7
758,7
759,7
760,4
761,7
762,7
763,2
764,7
765,7
766,2
767,2
768,7
769,7
770,7
771,7
772,7
773,3
774,7
775,6
776,3
777,7
778,3
779,7
780,7
781,3
782,7
783,7
784,6
785,7
786,1
787,1
788,7
789,4
790,7
791,7
792,7
793,2
794,7
795,6
796,1
797,7
798,7
799,7
800,4
801,7
802,7
803,7
804,7
805,6
806,4
807,7
808,7
809,6
810,4
811,7
812,7
813,7
814,7
815,3
816,0
817,4
818,7
819,7
820,7
821,7
822,7
823,7
824,7
825,7
826,7
827,2
828,7
829,5
830,7
831,5
832,7
833,7
834,7
835,2
836,7
837,7
838,7
839,6
840,7
841,7
842,7
843,7
844,5
845,7
846,7
847,4
848,7
849,3
850,3
851,7
852,7
853,2
854,6
855,7
856,7
857,5
858,6
859,6
860,7
861,0
862,7
863,7
864,7
865,7
866,7
867,7
868,7
869,2
870,7
871,0
872,7
873,7
874,7
875,7
876,7
877,7
878,7
879,7
880,7
881,7
882,2
883,7
884,7
885,7
886,7
887,7
888,4
889,4
890,3
891,7
892,4
893,7
894,7
895,7
896,7
897,5
898,3
899,7
900,7
901,7
902,1
903,7
904,7
905,7
906,7
907,1
908,0
909,7
910,3
911,5
912,5
913,7
914,4
915,3
916,6
917,7
918,6
919,1
920,2
921,7
922,7
923,7
924,3
925,7
926,7
927,5
928,7
929,5
930,7
931,6
932,4
933,7
934,7
935,2
936,7
937,3
938,3
939,7
940,7
941,7
942,7
943,5
944,3
945,5
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,2
957,6
958,6
959,7
960,7
961,7
962,7
963,1
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,4
974,5
975,7
976,7
977,2
978,6
979,7
980,7
981,7
982,7
983,7
984,7
985,7
986,0
987,7
988,7
989,5
990,6
991,7
992,0
993,5
994,7
995,3
996,7
997,7
998,4
999,4
1000,7
1001,7
1002,4
1003,7
1004,7
1005,7
1006,7
1007,7
1008,7
1009,7
1010,7
1011,7
1012,5
1013,6
1014,4
1015,7
1016,7
1017,6
1018,7
1019,7
1020,5
1021,7
1022,7
1023,7
1024,7
1025,6
1026,5
1027,0
1028,7
1029,0
1030,0
1031,1
1032,0
1033,3
1034,0
1035,0
1036,0
1037,4
1038,5
1039,0
1040,0
1041,2
1042,7
1043,2
1044,7
1045,7
1046,4
1047,1
1048,7
1049,7
1050,7
1051,7
1052,7
1053,7
1054,7
1055,7
1056,6
1057,2
1058,7
1059,7
1060,7
1061,7
1062,6
1063,7
1064,7
1065,7
1066,7
1067,7
1068,7
1069,7
1070,7
1071,7
1072,4
1073,7
1074,7
1075,7
1076,7
1077,7
1078,6
1079,6
1080,7
1081,4
1082,7
1083,2
1084,7
1085,7
1086,7
1087,7
1088,7
1089,7
1090,6
1091,7
1092,7
1093,7
1094,7
1095,5
1096,7
1097,7
1098,7
1099,7
1100,7
1101,7
1102,7
1103,5
1104,5
1105,6
1106,6
1107,7
1108,7
1109,6
1110,0
1111,7
1112,6
1113,7
1114,7
1115,7
1116,7
1117,7
1118,7
1119,7
1120,7
1121,7
1122,7
1123,7
1124,6
1125,7
1126,7
1127,7
1128,0
1129,7
1130,7
1131,7
1132,7
1133,7
1134,7
1135,7
1136,7
1137,7
1138,6
1139,4
1140,2
1141,7
1142,7
1143,7
1144,7
1145,7
1146,7
1147,7
1148,7
1149,7
1150,2
1151,7
1152,5
1153,7
1154,4
1155,7
1156,7
1157,7
1158,7
1159,7
1160,0
1161,4
1162,7
1163,7
1164,7
1165,7
1166,5
1167,1
1168,7
1169,4
1170,0
1171,7
1172,4
1173,2
1174,6
1175,7
1176,7
1177,3
1178,7
1179,6
1180,7
1181,1
1182,7
1183,7
1184,7
1185,5
1186,7
1187,6
1188,7
1189,0
1190,1
1191,4
1192,7
1193,7
1194,7
1195,7
1196,7
1197,7
1198,1
1199,7
1200,7
1201,2
1202,5
1203,7
1204,7
1205,7
1206,7
1207,7
1208,7
1209,1
1210,7
1211,7
1212,6
1213,4
1214,7
1215,6
1216,0
1217,7
1218,3
1219,0
1220,6
1221,7
1222,7
1223,7
1224,7
1225,2
1226,7
1227,7
1228,7
1229,7
1230,7
1231,7
1232,4
1233,7
1234,7
1235,7
1236,7
1237,5
1238,7
1239,0
1240,7
1241,7
1242,7
1243,6
1244,7
1245,7
1246,5
1247,2
1248,7
1249,0
1250,7
1251,7
1252,7
1253,7
1254,7
1255,7
1256,7
1257,7
1258,7
1259,2
1260,7
1261,2
1262,7
1263,7
1264,2
1265,0
1266,7
1267,7
1268,7
1269,7
1270,7
1271,6
1272,0
1273,0
1274,7
1275,7
1276,6
1277,0
1278,7
1279,4
1280,7
1281,3
1282,1
1283,7
1284,2
1285,7
1286,0
1287,7
1288,4
1289,7
1290,3
1291,2
1292,7
1293,5
1294,7
1295,7
1296,7
1297,3
1298,7
1299,5
1300,5
1301,7
1302,7
1303,7
1304,2
1305,7
1306,7
1307,7
1308,7
1309,7
1310,5
1311,7
1312,2
1313,7
1314,1
1315,2
1316,7
1317,5
1318,7
1319,7
1320,7
1321,7
1322,7
1323,7
1324,2
1325,7
1326,5
1327,7
1328,7
1329,4
1330,7
1331,5
1332,0
1333,7
1334,7
1335,2
1336,4
1337,7
1338,3
1339,7
1340,7
1341,5
1342,2
1343,7
1344,6
1345,7
1346,7
1347,7
1348,7
1349,3
1350,7
1351,7
1352,6
1353,6
1354,5
1355,7
1356,7
1357,5
1358,7
1359,7
1360,5
1361,2
1362,7
1363,6
1364,3
1365,7
1366,0
1367,2
1368,1
1369,5
1370,3
1371,1
1372,7
1373,6
1374,7
1375,7
1376,1
1377,5
1378,3
1379,6
1380,0
1381,7
1382,7
1383,7
1384,7
1385,3
1386,7
1387,7
1388,7
1389,7
1390,7
1391,7
1392,6
1393,7
1394,7
1395,7
1396,6
1397,7
1398,7
1399,7
1400,7
1401,7
1402,4
1403,7
1404,3
1405,7
1406,7
1407,7
1408,7
1409,7
1410,7
1411,7
1412,7
1413,7
1414,7
1415,7
1416,7
1417,7
1418,7
1419,7
1420,7
1421,6
1422,6
1423,7
1424,7
1425,7
1426,7
1427,2
1428,7
1429,7
1430,0
1431,7
1432,7
1433,7
1434,4
1435,7
1436,7
1437,3
1438,6
1439,7
1440,4
1441,7
1442,6
1443,7
1444,7
1445,6
1446,7
1447,7
1448,4
1449,7
1450,7
1451,7
1452,7
1453,5
1454,5
1455,7
1456,5
1457,7
1458,7
1459,7
1460,7
1461,7
1462,7
1463,3
1464,5
1465,7
1466,7
1467,7
1468,7
1469,7
1470,7
1471,7
1472,6
1473,7
1474,5
1475,7
1476,7
1477,7
1478,7
1479,7
1480,7
1481,7
1482,7
1483,7
1484,6
1485,7
1486,7
1487,2
1488,7
1489,2
1490,3
1491,7
1492,7
1493,7
1494,7
1495,5
1496,6
1497,7
1498,7
1499,0
1500,7
1501,1
1502,7
1503,0
1504,6
1505,7
1506,5
1507,7
1508,7
1509,7
1510,7
1511,7
1512,2
1513,7
1514,2
1515,6
1516,7
1517,7
1518,7
1519,7
1520,3
1521,6
1522,2
1523,6
1524,7
1525,7
1526,6
1527,7
1528,7
1529,7
1530,7
1531,7
1532,7
1533,7
1534,4
1535,7
1536,7
1537,7
1538,2
1539,7
1540,7
1541,5
1542,1
1543,7
1544,6
1545,7
1546,0
1547,2
1548,1
1549,1
1550,2
1551,3
1552,0
1553,0
1554,3
1555,1
1556,0
1557,1
1558,0
1559,1
1560,3
1561,1
1562,0
1563,1
1564,0
1565,3
1566,0
1567,1
1568,0
1569,4
1570,7
1571,7
1572,7
1573,7
1574,7
1575,7
1576,7
1577,0
1578,7
1579,7
1580,7
1581,7
1582,2
1583,7
1584,6
1585,7
1586,7
1587,6
1588,5
1589,7
1590,7
1591,4
1592,7
1593,7
1594,7
1595,5
1596,7
1597,5
1598,7
1599,6
1600,0
1601,7
1602,2
1603,7
1604,7
1605,5
1606,6
1607,6
1608,7
1609,7
1610,7
1611,7
1612,0
1613,7
1614,5
1615,7
1616,7
1617,7
1618,6
1619,7
1620,0
1621,7
1622,7
1623,7
1624,6
1625,7
1626,0
1627,7
1628,7
1629,7
1630,7
1631,7
1632,7
1633,7
1634,4
1635,7
1636,1
1637,6
1638,7
1639,3
1640,7
1641,7
1642,7
1643,7
1644,0
1645,7
1646,7
1647,3
1648,7
1649,6
1650,2
1651,5
1652,2
1653,2
1654,3
1655,7
1656,7
1657,5
1658,7
1659,7
1660,7
1661,6
1662,7
1663,6
1664,7
1665,1
1666,7
1667,7
1668,7
1669,4
1670,7
1671,5
1672,3
1673,4
1674,7
1675,5
1676,7
1677,4
1678,7
1679,7
1680,7
1681,3
1682,0
1683,7
1684,2
1685,7
1686,6
1687,7
1688,7
1689,7
1690,7
1691,5
1692,0
1693,7
1694,7
1695,1
1696,6
1697,5
1698,7
1699,7
1700,6
1701,7
1702,7
1703,0
1704,7
1705,4
1706,7
1707,7
1708,7
1709,7
1710,7
1711,6
1712,0
1713,0
1714,5
1715,7
1716,3
1717,7
1718,7
1719,2
1720,7
1721,0
1722,7
1723,7
1724,7
1725,7
1726,7
1727,1
1728,7
1729,7
1730,7
1731,7
1732,7
1733,4
1734,7
1735,7
1736,7
1737,7
1738,0
1739,7
1740,6
1741,5
1742,2
1743,0
1744,0
1745,2
1746,0
1747,0
1748,0
1749,7
1750,7
1751,1
1752,7
1753,7
1754,3
1755,2
1756,7
1757,7
1758,7
1759,7
1760,7
1761,7
1762,7
1763,7
1764,7
1765,7
1766,7
1767,4
1768,7
1769,7
1770,6
1771,7
1772,7
1773,7
1774,7
1775,7
1776,7
1777,0
1778,7
1779,3
1780,3
1781,7
1782,7
1783,7
1784,7
1785,7
1786,6
1787,7
1788,7
1789,7
1790,7
1791,7
1792,7
1793,7
1794,7
1795,7
1796,4
1797,2
1798,7
1799,7
1800,7
1801,7
1802,7
1803,6
1804,7
1805,7
1806,7
1807,7
1808,2
1809,7
1810,5
1811,1
1812,7
1813,7
1814,7
1815,6
1816,7
1817,6
1818,7
1819,1
1820,6
1821,7
1822,0
1823,7
1824,4
1825,5
1826,6
1827,7
1828,7
1829,7
1830,6
1831,7
1832,4
1833,7
1834,7
1835,7
1836,7
1837,7
1838,7
1839,5
1840,7
1841,7
1842,7
1843,5
1844,7
1845,7
1846,2
1847,7
1848,5
1849,7
1850,7
1851,7
1852,2
1853,3
1854,7
1855,7
1856,7
1857,0
1858,4
1859,2
1860,2
1861,7
1862,7
1863,7
1864,6
1865,7
1866,5
1867,7
1868,5
1869,7
1870,7
1871,3
1872,7
1873,5
1874,6
1875,4
1876,7
1877,5
1878,7
1879,5
1880,5
1881,7
1882,7
1883,3
1884,7
1885,6
1886,7
1887,7
1888,7
1889,1
1890,7
1891,7
1892,7
1893,7
1894,7
1895,4
1896,2
1897,5
1898,7
1899,6
1900,7
1901,7
1902,7
1903,7
1904,6
1905,7
1906,4
1907,5
1908,3
1909,1
1910,7
1911,7
1912,7
1913,2
1914,7
1915,7
1916,7
1917,7
1918,7
1919,7
1920,7
1921,7
1922,7
1923,2
1924,7
1925,7
1926,6
1927,7
1928,3
1929,0
1930,7
1931,7
1932,7
1933,7
1934,7
1935,6
1936,7
1937,7
1938,7
1939,7
1940,6
1941,7
1942,7
1943,7
1944,7
1945,5
1946,7
1947,7
1948,7
1949,7
1950,6
1951,7
1952,6
1953,7
1954,7
1955,7
1956,7
1957,2
1958,7
1959,7
1960,6
1961,7
1962,5
1963,7
1964,7
1965,7
1966,7
1967,7
1968,6
1969,6
1970,7
1971,7
1972,7
1973,7
1974,7
1975,7
1976,7
1977,6
1978,0
1979,7
1980,7
1981,7
1982,7
1983,7
1984,7
1985,5
1986,7
1987,2
1988,7
1989,7
1990,7
1991,7
1992,7
1993,7
1994,5
1995,7
1996,4
1997,7
1998,7
1999,1
2000,6
2001,4
2002,6
2003,3
2004,7
2005,7
2006,7
2007,7
2008,7
2009,7
2010,7
2011,7
2012,7
2013,5
2014,5
2015,6
2016,7
2017,7
2018,7
2019,7
2020,7
2021,4
2022,7
2023,6
2024,7
2025,7
2026,7
2027,7
2028,7
2029,1
2030,2
2031,7
2032,7
2033,5
2034,7
2035,6
2036,2
2037,0
2038,7
2039,7
2040,7
2041,6
2042,4
2043,7
2044,2
2045,6
2046,1
2047,7
2048,6
2049,6
2050,7
2051,3
2052,3
2053,7
2054,7
2055,7
2056,1
2057,7
2058,7
2059,3
2060,5
2061,3
2062,4
2063,7
2064,7
2065,7
2066,7
2067,7
2068,7
2069,7
2070,1
2071,0
2072,7
2073,7
2074,7
2075,7
2076,7
2077,7
2078,7
2079,0
2080,0
2081,7
2082,1
2083,4
2084,7
2085,5
2086,6
2087,7
2088,7
2089,7
2090,7
2091,3
2092,0
2093,7
2094,7
2095,7
2096,7
2097,7
2098,7
2099,7
2100,6
2101,5
2102,6
2103,7
2104,6
2105,6
2106,6
2107,5
2108,7
2109,7
2110,7
2111,7
2112,5
2113,5
2114,7
2115,0
2116,4
2117,1
2118,7
2119,2
2120,7
2121,7
2122,7
2123,0
2124,7
2125,0
2126,7
2127,6
2128,6
2129,7
2130,6
2131,2
2132,7
2133,7
2134,6
2135,7
2136,3
2137,6
2138,7
2139,6
2140,7
2141,2
2142,7
2143,7
2144,7
2145,4
2146,7
2147,4
2148,7
2149,7
2150,7
2151,7
2152,5
2153,7
2154,7
2155,7
2156,6
2157,7
2158,3
2159,4
2160,7
2161,7
2162,7
2163,7
2164,5
2165,7
2166,7
2167,7
2168,7
2169,7
2170,7
2171,7
2172,7
2173,7
2174,7
2175,2
2176,7
2177,7
2178,7
2179,6
2180,7
2181,2
2182,7
2183,5
2184,7
2185,7
2186,7
2187,7
2188,0
2189,7
2190,2
2191,5
2192,7
2193,7
2194,7
2195,7
2196,5
2197,7
2198,6
2199,4
2200,7
2201,7
2202,7
2203,4
2204,2
2205,6
2206,3
2207,7
2208,6
2209,5
2210,0
2211,5
2212,7
2213,5
2214,7
2215,7
2216,7
2217,5
2218,5
2219,7
2220,7
2221,6
2222,5
2223,3
2224,6
2225,7
2226,6
2227,5
2228,7
2229,7
2230,7
2231,7
2232,7
2233,7
2234,7
2235,5
2236,7
2237,3
2238,6
2239,4
2240,0
2241,1
2242,5
2243,1
2244,4
2245,5
2246,0
2247,0
2248,0
2249,3
2250,1
2251,2
2252,1
2253,2
2254,4
2255,5
2256,0
2257,1
2258,2
2259,2
2260,4
2261,0
2262,0
2263,1
2264,5
2265,1
2266,7
2267,7
2268,0
2269,7
2270,7
2271,0
2272,7
2273,7
2274,7
2275,7
2276,7
2277,7
2278,3
2279,7
2280,7
2281,7
2282,7
2283,7
2284,7
2285,7
2286,7
2287,7
2288,7
2289,7
2290,6
2291,7
2292,7
2293,7
2294,7
2295,7
2296,7
2297,7
2298,7
2299,7
2300,7
2301,7
2302,7
2303,7
2304,6
2305,5
2306,4
2307,7
2308,5
2309,7
2310,7
2311,7
2312,7
2313,1
2314,7
2315,7
2316,2
2317,2
2318,7
2319,7
2320,7
2321,7
2322,6
2323,7
2324,7
2325,3
2326,7
2327,7
2328,3
2329,5
2330,7
2331,0
2332,6
2333,0
2334,5
2335,7
2336,7
2337,7
2338,1
2339,7
2340,7
2341,7
2342,7
2343,7
2344,7
2345,7
2346,7
2347,5
2348,0
2349,0
2350,6
2351,4
2352,6
2353,7
2354,6
2355,0
2356,7
2357,3
2358,7
2359,7
2360,7
2361,7
2362,7
2363,7
2364,7
2365,7
2366,6
2367,7
2368,7
2369,7
2370,7
2371,2
2372,7
2373,5
2374,7
2375,7
2376,6
2377,6
2378,6
2379,6
2380,4
2381,7
2382,7
2383,4
2384,5
2385,7
2386,6
2387,6
2388,7
2389,6
2390,4
2391,7
2392,7
2393,7
2394,5
2395,0
2396,7
2397,6
2398,7
2399,7
2400,7
2401,7
2402,7
2403,7
2404,7
2405,7
2406,7
2407,2
2408,4
2409,7
2410,7
2411,7
2412,7
2413,7
2414,7
2415,7
2416,7
2417,7
2418,4
2419,7
2420,7
2421,6
2422,7
2423,2
2424,7
2425,6
2426,2
2427,7
2428,0
2429,5
2430,7
2431,7
2432,7
2433,7
2434,7
2435,7
2436,5
2437,7
2438,7
2439,7
2440,3
2441,7
2442,5
2443,7
2444,3
2445,7
2446,7
2447,0
2448,0
2449,0
2450,4
2451,0
2452,0
2453,0
2454,0
2455,5
2456,6
2457,7
2458,1
2459,7
2460,2
2461,7
2462,7
2463,7
2464,7
2465,2
2466,6
2467,6
2468,0
2469,7
2470,5
2471,6
2472,7
2473,5
2474,3
2475,7
2476,7
2477,7
2478,7
2479,7
2480,7
2481,2
2482,7
2483,6
2484,7
2485,7
2486,6
2487,3
2488,1
2489,7
2490,7
2491,7
2492,7
2493,0
2494,7
2495,7
2496,7
2497,1
2498,7
2499,6
2500,0
2501,7
2502,7
2503,7
2504,7
2505,3
2506,7
2507,4
2508,1
2509,7
2510,7
2511,7
2512,7
2513,7
2514,5
2515,7
2516,7
2517,7
2518,7
2519,4
2520,7
2521,7
2522,7
2523,7
2524,7
2525,7
2526,7
2527,7
2528,6
2529,7
2530,7
2531,7
2532,2
2533,7
2534,7
2535,6
2536,7
2537,7
2538,7
2539,6
2540,7
2541,7
2542,7
2543,7
2544,7
2545,7
2546,7
2547,7
2548,2
2549,7
2550,2
2551,7
2552,7
2553,0
2554,1
2555,7
2556,7
2557,0
2558,2
2559,7
2560,7
2561,7
2562,7
2563,7
2564,7
2565,1
2566,7
2567,7
2568,0
2569,6
2570,6
2571,0
2572,7
2573,5
2574,6
2575,7
2576,6
2577,7
2578,7
2579,7
2580,3
2581,7
2582,7
2583,7
2584,7
2585,5
2586,0
2587,3
2588,2
2589,7
2590,6
2591,7
2592,7
2593,7
2594,7
2595,7
2596,7
2597,2
2598,7
2599,7
2600,7
2601,7
2602,7
2603,7
2604,7
2605,0
2606,7
2607,7
2608,7
2609,7
2610,7
2611,7
2612,7
2613,7
2614,1
2615,7
2616,7
2617,1
2618,7
2619,2
2620,4
2621,7
2622,7
2623,6
2624,5
2625,7
2626,7
2627,7
2628,7
2629,7
2630,7
2631,7
2632,7
2633,5
2634,7
2635,7
2636,7
2637,7
2638,7
2639,6
2640,7
2641,7
2642,4
2643,7
2644,7
2645,7
2646,6
2647,6
2648,7
2649,5
2650,2
2651,7
2652,7
2653,7
2654,7
2655,2
2656,7
2657,7
2658,5
2659,6
2660,7
2661,7
2662,4
2663,2
2664,2
2665,7
2666,7
2667,7
2668,7
2669,4
2670,7
2671,0
2672,7
2673,3
2674,7
2675,7
2676,7
2677,7
2678,7
2679,2
2680,2
2681,7
2682,5
2683,7
2684,7
2685,7
2686,7
2687,0
2688,0
2689,3
2690,7
2691,7
2692,7
2693,4
2694,7
2695,7
2696,7
2697,6
2698,7
2699,7
2700,7
2701,7
2702,3
2703,0
2704,7
2705,4
2706,7
2707,1
2708,7
2709,7
2710,2
2711,4
2712,6
2713,3
2714,7
2715,6
2716,1
2717,0
2718,2
2719,7
2720,7
2721,7
2722,7
2723,4
2724,7
2725,6
2726,7
2727,7
2728,7
2729,7
2730,7
2731,3
2732,6
2733,0
2734,4
2735,7
2736,7
2737,7
2738,0
2739,7
2740,7
2741,0
2742,5
2743,7
2744,5
2745,0
2746,5
2747,6
2748,3
2749,7
2750,7
2751,7
2752,7
2753,6
2754,7
2755,2
2756,7
2757,7
2758,0
2759,2
2760,4
2761,2
2762,7
2763,7
2764,0
2765,7
2766,7
2767,7
2768,7
2769,7
2770,6
2771,3
2772,1
2773,1
2774,7
2775,0
2776,0
2777,7
2778,7
2779,6
2780,7
2781,7
2782,7
2783,7
2784,4
2785,4
2786,2
2787,0
2788,7
2789,7
2790,7
2791,7
2792,6
2793,5
2794,7
2795,7
2796,7
2797,7
2798,7
2799,7
2800,6
2801,3
2802,2
2803,7
2804,0
2805,7
2806,7
2807,7
2808,7
2809,3
2810,7
2811,2
2812,7
2813,7
2814,5
2815,6
2816,6
2817,7
2818,3
2819,7
2820,7
2821,7
2822,2
2823,4
2824,7
2825,4
2826,3
2827,7
2828,6
2829,7
2830,2
2831,1
2832,7
2833,3
2834,7
2835,7
2836,7
2837,4
2838,6
2839,7
2840,7
2841,7
2842,3
2843,7
2844,7
2845,7
2846,2
2847,7
2848,7
2849,7
2850,7
2851,3
2852,7
2853,7
2854,7
2855,2
2856,7
2857,7
2858,1
2859,2
2860,7
2861,4
2862,7
2863,3
2864,7
2865,7
2866,6
2867,7
2868,7
2869,4
2870,7
2871,7
2872,7
2873,5
2874,7
2875,4
2876,5
2877,6
2878,6
2879,3
2880,7
2881,4
2882,7
2883,5
2884,1
2885,4
2886,5
2887,3
2888,1
2889,7
2890,7
2891,2
2892,0
2893,1
2894,4
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,7
2902,7
2903,7
2904,7
2905,6
2906,7
2907,7
2908,7
2909,7
2910,7
2911,7
2912,7
2913,7
2914,7
2915,4
2916,6
2917,7
2918,7
2919,7
2920,7
2921,7
2922,7
2923,2
2924,7
2925,7
2926,7
2927,2
2928,7
2929,7
2930,7
2931,7
2932,7
2933,7
2934,7
2935,7
2936,7
2937,7
2938,7
2939,7
2940,7
2941,7
2942,7
2943,7
2944,7
2945,6
2946,7
2947,3
2948,5
2949,6
2950,5
2951,5
2952,7
2953,7
2954,7
2955,7
2956,5
2957,7
2958,7
2959,7
2960,0
2961,7
2962,5
2963,7
2964,7
2965,7
2966,0
2967,4
2968,7
2969,7
2970,7
2971,7
2972,7
2973,0
2974,7
2975,7
2976,4
2977,7
2978,6
2979,1
2980,5
2981,6
2982,7
2983,7
2984,7
2985,7
2986,7
2987,7
2988,7
2989,1
2990,7
2991,6
2992,7
2993,7
2994,7
