instances,feature_CL,feature_kDN,feature_N2,feature_TD_U,feature_N1,feature_TD_P,feature_DCP,algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf
15,0.04332399891872818,0.0,0.2138823885142186,0.5416666666666666,0.0,0.5,0.018522372528615993,0.4553070491070528,0.6794566001776647,0.9505235942136309,0.5067656242884819,0.03681348964023079,0.9844332871515875,0.6501805633840081
16,0.02161454985755895,0.0,0.08013897268674042,0.7083333333333334,0.0,0.5,0.018522372528615993,0.02241228360566436,0.6264303428535772,0.7131423977309077,0.12265869826348988,0.01622427061960626,0.7526498018383875,0.7382139189706327
17,0.018622844183830867,0.0,0.2839903494243684,0.3333333333333333,0.0,0.5,0.018522372528615993,0.022418503378977397,0.19527339838809935,0.46492238221230126,0.472021192778698,0.014687672564034982,0.48590366426984155,0.5678114531915323
18,0.017837998966332536,0.1,0.2265024183901373,0.3333333333333333,0.0,0.5,0.018522372528615993,0.021727450001710388,0.22313851048371977,0.604996388225203,0.1054866295657667,0.012725974451529636,0.6173581433505599,0.6243389742476514
19,0.018454263285649697,0.0,0.04188901036189918,0.3333333333333333,0.0,0.5,0.018522372528615993,0.027986241314641194,0.35429337578736303,0.5334561819596663,0.1451082458068993,0.03189290443250954,0.5088502238532645,0.5939998787029965
20,0.10600253256457304,0.0,0.20929839096636071,0.75,0.0,0.5,0.018522372528615993,0.02659518647928806,2.4210882252779795,1.8650121320415702,0.3181363577570262,0.035076431994460436,1.8242078371543817,1.016461620321245
21,0.0186727125505729,0.0,0.16692745237733564,0.4583333333333333,0.0,0.5,0.018522372528615993,0.022967787098267623,0.5811984093036341,0.5725940348425788,0.12776403167001169,0.01881766842473726,0.5730853670485376,0.6094967472658341
22,0.012936130286340664,0.0,0.1787825390482758,0.4166666666666667,0.0,0.5,0.018522372528615993,0.02313659682913337,0.5884373876728624,0.45200827151995193,0.1564546994647153,0.014917300744896294,0.4890079858955954,0.5816747198689406
23,0.04660181756593618,0.0,0.289457213172869,0.5833333333333334,0.0,0.5,0.018522372528615993,1.671518013770952,1.4345893627658026,1.1627561031697466,0.34358224417282945,0.02850372789883389,1.145636002424728,0.664081563380302
24,0.013068738093681365,0.0,0.09457657925760343,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021727450001710388,0.17647483206961778,0.388790108337702,0.10744261198019033,0.012299235981790087,0.4237634273953565,0.5963006385385139
25,0.015656377891092643,0.0,0.26349098254151515,0.4166666666666667,0.0,0.5,0.018522372528615993,0.024400716273093627,0.2427849455857284,0.4696809281557975,0.09835884759596829,0.01634999770873463,0.48277208556242956,0.6519725616201205
26,0.01645642196132513,0.0,0.06220577537802163,0.4166666666666667,0.0,0.5,0.018522372528615993,0.020066380565821034,0.23882166368622176,0.4791086133214574,0.09693460276845092,0.014680226267404905,0.4787638053374018,0.6571737596375612
27,0.01534415996266325,0.0,0.06757341350577906,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021803903813762907,0.34685891075053943,0.5651619534359329,0.13640099317814955,0.014042475484207766,0.6307196021395521,0.6326685077790282
28,0.02544533455429765,0.0,0.24889838895006133,0.5833333333333334,0.0,0.5,0.018522372528615993,0.024385294896360515,0.44860609497539894,0.6741369524848436,0.6365065192881397,0.037979177034792554,0.6865957044108019,0.5733395159530015
29,0.014068319717711941,0.0,0.0904226655691398,0.4166666666666667,0.0,0.5,0.018522372528615993,0.020066380565821034,0.17291711092693987,0.40613398948865004,0.10489160568444417,0.012982720680686784,0.44117221130822676,0.58253143797725
30,0.014931857548079797,0.0,0.12344096603527777,0.4583333333333333,0.0,0.5,0.018522372528615993,0.021727450001710388,0.21932310990818324,0.4264909292806601,0.11759699174476669,0.012299235981790087,0.4524525148168642,0.5883000672747313
31,0.013252498135651769,0.0,0.08894024902418185,0.4583333333333333,0.0,0.5,0.018522372528615993,0.020066380565821034,0.09396828462165718,0.39813422613692917,0.10319278866439269,0.012843790821361214,0.4460852959513947,0.5859928029899037
32,0.01576289774507056,0.0,0.13329034656975802,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021525930165194742,0.1333257970370595,0.5135224865275609,0.12594290380734405,0.014840837131729305,0.5625276957830951,0.6195247848653048
33,0.020646489732353168,0.0,0.19885450081998945,0.3333333333333333,0.0,0.5,0.018522372528615993,0.08642447212782266,0.7494952065341612,0.6676784239768184,1.6696895160564766,0.6765561751213133,0.6788979119033971,0.637967611220121
34,0.016351154594907658,0.0,0.08935909335895409,0.4583333333333333,0.0,0.5,0.018522372528615993,0.02123200900740105,0.29476295546897424,0.47467187718751824,0.1183840484195485,0.013801505628613766,0.4951588468090765,0.7424330770576248
35,0.01798539510002828,0.0,0.17552222745898338,0.3333333333333333,0.0,0.5,0.018522372528615993,0.022418503378977397,0.24352287425902716,0.46794384017940144,0.1151697485528473,0.014239233474097888,0.49004846674178576,0.5672631958298042
36,0.019552178968140654,0.0,0.30058366154284666,0.3333333333333333,0.0,0.5,0.018522372528615993,0.022418503378977397,0.285075739275118,0.549146015191458,0.10968312702901734,0.01488169048442009,0.560095084449878,0.5726828088628512
37,0.017656485676893485,0.0,0.10929740878252836,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021803903813762907,0.3310125977111621,0.5328824556109752,0.10810603974851647,0.014169222999232999,0.5374876582819433,0.5993773687139115
38,0.018129854922668054,0.0,0.12891147039417894,0.3333333333333333,0.0,0.5,0.018522372528615993,0.02388963169236884,0.48283569836097096,0.5992781777306693,0.2394015386608133,0.019754925589982958,0.6200468948371798,0.5699218860538173
39,0.018241693170301,0.0,0.2773643656773711,0.3333333333333333,0.0,0.5,0.018522372528615993,0.022418503378977397,0.20773067449932742,0.47213740413705985,0.10818109232284473,0.01330507022387996,0.49267448905771694,0.5713072429709489
40,0.01435350710956984,0.0,0.1592541859503649,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021727450001710388,0.178387813730785,0.5092546239345721,0.11329438985215613,0.013243855247481603,0.5420954181439395,0.6161838804497981
41,0.018247485827802223,0.0,0.18021936220441492,0.3333333333333333,0.0,0.5,0.018522372528615993,0.02267685066970112,0.22931860921462385,0.4933489123393245,0.108029568188579,0.014476187144660004,0.5124375685676926,0.5720499395310056
42,0.016366797539116407,0.0,0.12329691052428282,0.4166666666666667,0.0,0.5,0.018522372528615993,0.020066380565821034,0.19856445021845026,0.45638350281926066,0.09977790193320307,0.013215060184756315,0.4639427015934471,0.6673804795088155
43,0.38493128065330706,0.1,0.3093086979349675,0.5,0.0,1.0,0.38288288288288286,0.028144829541794925,3.80189404075779,3.392496691688515,1.257354481754819,0.1377513069493277,3.3187363810013766,2.761490202637281
44,0.017365383707006576,0.0,0.18824919067811863,0.4583333333333333,0.0,0.5,0.018522372528615993,0.022418503378977397,0.20528429638012208,0.41473458482920933,0.10881542653430584,0.02038326456378549,0.447342909291936,0.5585202403755243
45,0.015714666332691807,0.0,0.16881188191361796,0.4166666666666667,0.0,0.5,0.018522372528615993,0.02044915771573048,0.16731534468125747,0.4984453040001897,0.10220549038309955,0.013621058602306958,0.5315757419253171,0.5808591049814151
46,0.014716502780444896,0.0,0.07966068844078356,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021525930165194742,0.10404199418092401,0.4529477543575603,0.0980355344266373,0.01385822222208069,0.5053781891118264,0.5998609827651158
47,0.01605693880337722,0.0,0.25734094353000847,0.4166666666666667,0.0,0.5,0.018522372528615993,3.7948433166343167,0.2046990699844038,0.465733130252036,1.689663998791901,2.232015973858851,0.5068235715966315,0.7124396826794214
48,0.01825858169877992,0.0,0.2621317508296346,0.5833333333333334,0.0,0.5,0.018522372528615993,0.02123200900740105,0.29601964094616234,0.5287523675735877,0.20109933454652693,0.014862513459120756,0.5264908660886571,0.6047693274447864
49,0.017563196775010503,0.0,0.1391793667947392,0.5833333333333334,0.0,0.5,0.018522372528615993,0.021727450001710388,0.3436906098032898,0.4970819310675153,0.10392499446065148,0.012299235981790087,0.520469521996189,0.6166061713611829
50,0.018946079403281302,0.0,0.24535961680603635,0.3333333333333333,0.0,0.5,0.018522372528615993,0.02183720157217629,0.6667001183787434,0.6704441164057807,1.4344222586470619,0.027994028834691268,0.6401404512221789,0.6114860048114504
51,0.017139918217195294,0.0,0.19534871207589244,0.5833333333333334,0.0,0.5,0.018522372528615993,0.021727450001710388,0.46210258841999596,0.49444285810611105,0.12432025481919101,0.013185741511361428,0.5173570862447231,0.6107701383832904
52,0.013301555123667153,0.0,0.12681076433569127,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021525930165194742,0.1065321832274681,0.4202979926407687,0.10875262884112881,0.013408812784307266,0.4885713788713777,0.5592047688919914
53,0.017372160407934545,0.0,0.17990996038056073,0.5833333333333334,0.0,0.5,0.018522372528615993,0.02218736425376568,0.35930811023497605,0.44301502459430886,0.09895643727211356,0.014079609725054005,0.4738843188411255,0.6996314852181854
54,0.016892293734735664,0.0,0.09223978865702298,0.375,0.0,0.5,0.018522372528615993,0.02123200900740105,0.424977115714597,0.5296493112305585,0.11616433806162889,0.014120806569863108,0.5472706830360458,0.7402736252059886
55,0.016398953098948454,0.0,0.24426603680599857,0.4583333333333333,0.0,0.5,0.018522372528615993,0.02123200900740105,0.3248538669141968,0.4689566146667164,0.612538291862995,0.01487257891131847,0.49291305000624025,0.7404873824018561
56,0.016962831185705407,0.0,0.156506910960448,0.4166666666666667,0.0,0.5,0.018522372528615993,0.022418503378977397,0.15371355793988162,0.5099853586168039,0.11005960882817693,0.01330507022387996,0.5378357410499202,0.5653742308860751
57,0.016077234317950606,0.0,0.05585786573771845,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021525930165194742,0.32493092492760006,0.45267197724106234,0.14911918815572922,0.014702578514485913,0.4965936077653341,0.7079304421651967
58,0.018021875963638134,0.0,0.0969505608019946,0.4166666666666667,0.0,0.5,0.018522372528615993,0.022418503378977397,0.14536289347848297,0.560205421696759,0.14653884846242696,0.014061467884664,0.5868833943176957,0.5722050606494702
59,0.01820204636962164,0.0,0.20395843643776768,0.4166666666666667,0.0,0.5,0.018522372528615993,0.02123200900740105,0.5626958037710185,0.6236364757591547,0.5694776124803421,0.01725636772894924,0.6530310878657843,0.7412198547513623
60,0.013766193522932513,0.0,0.09359197290977805,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021525930165194742,0.1065321832274681,0.4190663808327585,0.10035852348211091,0.013548582460872469,0.4863741571053451,0.5569369798989531
61,0.01972171246003085,0.0,0.12854719211991905,0.5833333333333334,0.0,0.5,0.018522372528615993,0.02183092169665953,0.25808380566229927,0.6405689348064155,0.14731253950504855,0.015087800592582738,0.694003932955395,0.5524169239349793
62,0.013903752717744688,0.1,0.28262054872298514,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021727450001710388,0.1201441476210878,0.44838201430385904,0.11191918446192974,0.015460406184669715,0.48847387899470135,0.6008727635069105
63,0.0162876502274103,0.0,0.12248797838960512,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021766444273439437,0.35912944623581766,0.4941051703559042,0.21110071198312486,0.013901075368224044,0.5206013122772957,0.7372678670803394
64,0.015017764058972705,0.0,0.1118781458901057,0.4583333333333333,0.0,0.5,0.018522372528615993,0.020066380565821034,0.30843896723894554,0.3998387373071769,0.09640282043380541,0.013146552016428746,0.44832882851506417,0.6164609198642684
65,0.014814935614460567,0.1,0.3807023223002838,0.4166666666666667,0.0,0.5,0.018522372528615993,0.48649086538362607,0.20264099674245248,0.5257460060224808,0.16146682218185127,0.22454785663648663,0.5780485704960348,0.6458435406097992
66,0.021978099639157422,0.0,0.13080721891191593,0.7083333333333334,0.0,0.5,0.018522372528615993,0.028593397811722602,0.6518173139803441,0.764877556194457,0.32378981391505557,0.017330234061013573,0.788577319892504,0.7375138898984276
67,0.01878827946667916,0.0,0.18176808196377525,0.3333333333333333,0.0,0.5,0.018522372528615993,0.022418503378977397,0.3011052752207135,0.5382629010573474,0.11683220253635683,0.015606981261914345,0.5572391637832295,0.5766877004127448
68,0.01475288565502586,0.0,0.28893741634123005,0.4166666666666667,0.0,0.5,0.018522372528615993,0.022418503378977397,0.11759384638634161,0.5032392466186861,0.11473352171160422,0.013671585078411203,0.5363427996135894,0.5809118715558728
69,0.12108198076885113,0.0,0.35048779183940937,0.75,0.0,0.5,0.018522372528615993,3.0875365182869436,3.275006094239535,1.9775710509228892,1.8236799058623712,3.417651743468198,1.95547245112474,3.922227761493537
70,0.014601126075426518,0.0,0.2614438972452442,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021525930165194742,0.2340135601625445,0.47717003480312875,0.10414694773005351,0.014869506406932787,0.5403788454631949,0.5458156067742209
71,0.018186377947519317,0.0,0.15038902608581983,0.3333333333333333,0.0,0.5,0.018522372528615993,0.023390558746189387,0.3475076270513698,0.574021867233288,0.11775287402226761,0.014396055881496157,0.575615048709591,0.6144017400987005
72,0.01516225518319203,0.0,0.27175646008898413,0.4166666666666667,0.0,0.5,0.018522372528615993,0.14057001108435258,0.06677574990689411,0.48219726580366795,0.09665067548761648,0.018252515510172238,0.5457334740657223,0.5738220521273643
73,0.021489441996721537,0.0,0.10387333295289858,0.5833333333333334,0.0,0.5,0.018522372528615993,0.023166259536058997,0.2397497633380276,0.6651660974845425,0.1723219732743362,0.019868350565801027,0.6947655056250085,0.5831969094328531
74,0.01821478067955995,0.0,0.19365819486799274,0.5833333333333334,0.0,0.5,0.018522372528615993,0.023336051026890403,0.661169390804661,0.4876139461663362,0.6198137669260132,0.021567875305236628,0.5175278077231547,0.7082994457042343
75,0.01613485763324063,0.0,0.13952366727860388,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021727450001710388,0.19254663873822392,0.4734813212747907,0.10545620471439086,0.013188556905191806,0.5087794032765705,0.5768009122272489
76,0.018157128467179207,0.0,0.30713402077302776,0.25,0.0,0.5,0.018522372528615993,0.022418503378977397,0.2830639624615929,0.44984612134182606,0.14776145852424152,0.014673172178478864,0.4812193786872636,0.5607903612259
77,0.018452772883752022,0.1,0.22525188547608788,0.625,0.0,0.5,0.018522372528615993,0.02123200900740105,0.33754454561592845,0.502991807010641,1.9350548005944535,0.014981484175272704,0.513561353912633,0.7081794775777185
78,0.018712239521069374,0.0,0.20497973882435017,0.5833333333333334,0.0,0.5,0.018522372528615993,0.022910359145890354,0.4558723885014351,0.6047170505281729,0.11430749739853993,0.017215877555560772,0.6132099350431948,0.6283857740067372
79,0.022552539889174272,0.1,0.4723125317897411,0.9166666666666666,0.5,0.5,0.018522372528615993,1.4932106952938042,0.7911941749928579,0.7894251721277452,0.42267630520805327,0.5385444221534126,0.7974190114272178,0.5963393161462103
80,0.018407664710881844,0.0,0.09840799854864324,0.5833333333333334,0.0,0.5,0.018522372528615993,0.020066380565821034,0.2836668829288628,0.5728790116007263,0.09635629195877594,0.01326239536857675,0.6202943586825703,0.6397119284514216
81,0.01567727413582254,0.0,0.05020025387962612,0.4166666666666667,0.0,0.5,0.018522372528615993,0.02123200900740105,0.18285118769850736,0.479103746342308,0.10556038729122355,0.013801505628613766,0.5157480420906767,0.6375411399200634
82,0.027114133686296338,0.0,0.1735670112670843,0.5833333333333334,0.0,0.5,0.018522372528615993,2.9939109788549834,0.6600059303261173,0.8178559661875251,0.4510474676560874,0.9732853377592523,0.839695957261463,0.6924884696548088
83,0.014846306280363764,0.0,0.09370639916269652,0.4583333333333333,0.0,0.5,0.018522372528615993,0.022769384526040184,0.15975596574082923,0.47573137393978204,0.4124220833020179,0.013188556905191806,0.5211996694515907,0.6287301543439058
84,0.019706426241881347,0.0,0.07937384856448382,0.375,0.0,0.5,0.018522372528615993,0.0418488044019493,0.5540796475929824,0.6079647474684226,1.810692474166464,0.02430578957301918,0.6181636180880947,0.6963402651927243
85,0.014837596918731988,0.0,0.08852555803354867,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021727450001710388,0.4175079046819243,0.4342754254908651,0.10662722156652088,0.012971963304799099,0.4789388886116113,0.6228619383595378
86,0.019469690707062948,0.0,0.11313119296797391,0.3333333333333333,0.0,0.5,0.018522372528615993,0.023754037731820762,0.3647072800029416,0.6086927374998927,0.12027440862099933,0.015880149548335543,0.6242507720027741,0.5929526959918117
87,0.019010272842224896,0.0,0.11407801978844201,0.4583333333333333,0.0,0.5,0.018522372528615993,0.022418503378977397,0.34431400138937374,0.4734136225646316,0.10936320412973431,0.014272726015316964,0.5000922479769296,0.5724210484371628
88,0.016108771555077173,0.0,0.15465681294965006,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021727450001710388,0.2489110847327143,0.45676764965235106,0.10377239285625947,0.014820351035007538,0.5001529938068443,0.610927533765075
89,0.019525520809011043,0.0,0.04084108393164343,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021525930165194742,0.36364585702014784,0.4534875512771511,0.10131681547953822,0.014287535024965539,0.47992278051815934,0.5826546285115226
90,0.020100488546822337,0.0,0.19735028103751107,0.3333333333333333,0.0,0.5,0.018522372528615993,0.0759307160478457,0.6114471812068187,0.6872945550996155,0.14153113823315694,0.041535776346244765,0.7167352609346076,0.6229191538345205
91,0.04189466164739153,0.0,0.15130231641162029,0.4583333333333333,0.0,0.5,0.018522372528615993,0.020066380565821034,0.4627823981881859,0.9925724389225308,0.12913614118139227,0.017143260899599295,1.0856499623993838,0.6482607293602798
92,0.019189626535811133,0.0,0.1776900474562676,0.3333333333333333,0.0,0.5,0.018522372528615993,0.02234592434634509,0.3427508420638958,0.5572493358572989,0.11341559992959077,0.014430564465967242,0.5889541440923888,0.6196102867907144
93,0.019424256421838648,0.0,0.1629482419583742,0.5833333333333334,0.0,0.5,0.018522372528615993,0.021727450001710388,0.42455832040950736,0.5022436834947548,0.1477205612268112,0.013973967831353018,0.5345381385188861,0.5953346403744371
94,0.015787261236668737,0.0,0.15127535283949822,0.4166666666666667,0.0,0.5,0.018522372528615993,0.022418503378977397,0.13412231617080406,0.4977231749175203,0.12750154266295494,0.013865197576027397,0.5320969498234165,0.5656476847230244
95,0.016753582521531918,0.0,0.17697824338003731,0.4166666666666667,0.0,0.5,0.018522372528615993,0.020066380565821034,0.1609131484199622,0.5014100651168475,0.09632193913060712,0.01303005891833398,0.5628793657746333,0.5934183040508215
96,0.02317892864904081,0.0,0.05593110500406617,0.5833333333333334,0.0,0.5,0.018522372528615993,0.022548164870275555,0.5006038284997465,0.6966863750338087,0.09775010963544181,0.015676485299743734,0.7466474916599525,0.6136010005417101
97,0.020023038076491972,0.0,0.26437139299321055,0.3333333333333333,0.0,0.5,0.018522372528615993,0.02094293965896136,0.5457145339232565,0.6842736742407353,0.09693403717737259,0.014870432391851658,0.6858196963878893,0.6020574181257874
98,0.01931125223432839,0.0,0.1376053604280173,0.3333333333333333,0.0,0.5,0.018522372528615993,0.021803903813762907,0.4873071159151913,0.5920922513945417,0.13715138997502352,0.01452672719330216,0.5881982692356457,0.6336327786648411
99,0.019411680858654856,0.0,0.045668404229593174,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021727450001710388,0.5010009137364118,0.5325566046569025,0.10769365862762224,0.013233722130007158,0.5661407318786166,0.6256960323774762
100,0.045139885468769236,0.0,0.13718991485839283,0.6666666666666666,0.0,0.5,0.018522372528615993,1.1819400573365686,1.4087738321680965,1.7209368288989797,0.400589440037751,0.41695298943994313,1.689330183995627,1.1603513084762598
101,0.04308591919556459,0.0,0.2301369466528913,0.3333333333333333,0.0,0.5,0.018522372528615993,0.6535376304875038,1.5849757798288269,1.6333796224904478,2.477322000068086,0.17506858799684594,1.619537766389156,1.1494160213435622
102,0.03129582377894391,0.1,0.2852705525754262,0.6666666666666666,0.0,0.5,0.018522372528615993,0.02203715568543563,0.7105312968382231,0.8986704306452892,0.09865004311157327,0.025624141697186215,0.948073104425414,0.62617887107434
103,0.018733012176143093,0.0,0.08549338108241511,0.4166666666666667,0.0,0.5,0.018522372528615993,0.020066380565821034,0.4476745780241903,0.53830007324074,0.09729667681160248,0.014489730760752528,0.5849948988261352,0.6570378841420503
104,0.016606376686412516,0.0,0.3972477730719881,0.4166666666666667,0.0,0.5,0.018522372528615993,3.215194045779796,0.37077202414790617,0.5302124972835378,1.5040347570314658,0.44079282340127357,0.5653243976962714,0.5670589940757578
105,0.017122315141651856,0.0,0.10561084556092315,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021727450001710388,0.25890267689737795,0.45614259419396197,0.10359343803946482,0.012506146659927586,0.5017810754700249,0.616443267170931
106,0.018241390970314075,0.0,0.06014632686003207,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021559942452642072,0.26153998035301396,0.5740775183028175,0.11046673405945898,0.015208154433827175,0.6078266717264981,0.6244665559349536
107,0.019734951465342432,0.0,0.11181338012497755,0.3333333333333333,0.0,0.5,0.018522372528615993,0.02183092169665953,0.325263654133673,0.5545236482999547,0.18627266174161805,0.014161535027180762,0.5761104102803418,0.5865145298871689
108,0.01626676925607906,0.0,0.09881997257565667,0.4166666666666667,0.0,0.5,0.018522372528615993,0.022418503378977397,0.26495034061843287,0.4826493786211776,0.13386547491327877,0.013613447038277658,0.5180037094677824,0.5645879240512692
109,0.019781265392776692,0.0,0.11406542778209738,0.3333333333333333,0.0,0.5,0.018522372528615993,0.02225548026532268,0.5153215543012406,0.6191194813270017,0.14055426615289962,0.012506146659927586,0.654124355749843,0.6317585673708142
110,0.019780768197419585,0.0,0.1367683299643967,0.3333333333333333,0.0,0.5,0.018522372528615993,0.027565366360700234,0.3340337995250537,0.58314536393073,0.09842234268965688,0.02178886494344744,0.6013576103750395,0.5947086971005653
111,0.02007590798248271,0.0,0.21127936278712345,0.5416666666666666,0.0,0.5,0.018522372528615993,0.02225548026532268,0.5946908800005428,0.555387918943925,0.24102605133024607,0.016359023632703706,0.5924522109480866,0.6258416939668241
112,0.01667843658081536,0.0,0.1281188672341078,0.4166666666666667,0.0,0.5,0.018522372528615993,0.022418503378977397,0.25648056538473074,0.47101432858790815,0.10918345198375723,0.01403841778970659,0.50693877574399,0.561671646204106
113,0.020466052657822198,0.0,0.29392741092929875,0.4166666666666667,0.0,0.5,0.018522372528615993,0.02123200900740105,0.4109149494346013,0.5347825656776724,0.27718644030089373,0.015952890441911408,0.5320349808795262,0.6290705577567038
114,0.018777359430769414,0.0,0.10294454448019952,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021525930165194742,0.29389951709992673,0.5011977366232424,0.09758401117481098,0.013408812784307266,0.5542145952916804,0.5967502474411516
115,0.028323975151030578,0.0,0.19266748087954844,0.6666666666666666,0.0,0.5,0.018522372528615993,0.021190676016526952,0.5737908703791864,0.8439684183229459,0.1613055568266552,0.015367821878252183,0.9208271727314576,0.6643117696583883
116,0.01977198198842489,0.1,0.30425404432055736,0.4166666666666667,0.0,0.5,0.018522372528615993,0.028273313866680094,0.3299801237673427,0.529658444955216,0.09794647077114037,0.015456484393316514,0.5782888198652727,0.6047149018650732
117,0.020105237381679686,0.0,0.21038540051472454,0.4166666666666667,0.0,0.5,0.018522372528615993,0.026086859642320603,0.37796242956735676,0.5834927957695499,0.12602062800728653,0.01720028735777446,0.5779798610832176,0.6322955022629174
118,0.02150472856113228,0.0,0.25059411019390976,0.5833333333333334,0.0,0.5,0.018522372528615993,1.4772505396577158,0.994217182584207,0.6899965263808228,0.4975396438557963,0.40336638948714365,0.7309972440730105,0.6464902763839423
119,0.017144700503833876,0.0,0.19658445159773807,0.4166666666666667,0.0,0.5,0.018522372528615993,0.022905212037744177,0.7925577988023674,0.5637282840580027,0.11415304182565465,0.01658368042850407,0.6029718972556263,0.5687898856745539
120,0.019285203015819707,0.0,0.12886211951195004,0.4166666666666667,0.0,0.5,0.018522372528615993,0.021727450001710388,0.5667129779226081,0.4699050349527263,0.5763140456269381,0.021045429163708083,0.519535511490115,0.6454111581544929
121,0.01932830097834104,0.0,0.19223536728347745,0.4166666666666667,0.0,0.5,0.018522372528615993,0.022548164870275555,0.32498481477897145,0.46342822915521964,0.4852000081560849,0.016496889050835743,0.5173246694125282,0.596387434581025
122,0.020639859158067764,0.0,0.16496823707219876,0.5833333333333334,0.0,0.5,0.018522372528615993,0.021525930165194742,0.44650364550709853,0.4801091532767767,0.33084077483492275,0.016593265999671755,0.5200272286147718,0.5965605308218779
123,0.024810222174898366,0.0,0.16250311477786272,0.8333333333333334,0.0,0.5,0.018522372528615993,0.03345358033176772,0.8116401712313798,0.786779089223596,0.38975218639729686,0.019152152821125694,0.8464125135351536,0.5760185785487596
